customer_code,date,Sum of final_premium_amt(INR),policy_id,sales_mode
SUN7KS,2022-12-18 00:00:00,151776,POL2005HEL,Offline-Agent
SUN7KUU,2023-03-31 00:00:00,8662,POL4331HEL,Offline-Direct
SUN7KV,2023-01-04 00:00:00,15178,POL3309HEL,Online-Website
SUN7KX,2023-03-25 00:00:00,10474,POL4331HEL,Offline-Agent
SUN7L,2023-04-10 00:00:00,42938,POL6093HEL,Offline-Agent
SUN7L2E,2022-12-17 00:00:00,86613,POL1048HEL,Offline-Agent
SUN7L7O,2023-02-25 00:00:00,47715,POL9221HEL,Offline-Agent
SUN7L8,2023-02-08 00:00:00,15574,POL3309HEL,Offline-Agent
SUN7L8R,2023-01-22 00:00:00,12240,POL3309HEL,Offline-Agent
SUN7LG9,2023-01-07 00:00:00,6426,POL4321HEL,Offline-Agent
SUN7LH,2023-03-02 00:00:00,44602,POL6093HEL,Offline-Agent
SUN7LJR,2022-12-19 00:00:00,17034,POL5319HEL,Offline-Agent
SUN7LK,2022-12-23 00:00:00,19078,POL5319HEL,Offline-Direct
SUN7LL9,2022-11-02 00:00:00,118575,POL1048HEL,Offline-Agent
SUN7LMH,2023-01-01 00:00:00,12240,POL3309HEL,Offline-Agent
SUN7LQ,2023-02-02 00:00:00,24802,POL6303HEL,Online-Website
SUN7LS2,2023-02-23 00:00:00,13102,POL3309HEL,Online-App
SUN7LT8,2023-04-21 00:00:00,14994,POL3309HEL,Offline-Agent
SUN7LV,2023-03-25 00:00:00,56674,POL9221HEL,Offline-Direct
SUN7LV6,2022-11-27 00:00:00,48184,POL6093HEL,Offline-Direct
SUN7LX,2023-03-29 00:00:00,19639,POL5319HEL,Offline-Agent
SUN7M,2022-12-03 00:00:00,9945,POL4331HEL,Offline-Agent
SUN7M0,2023-01-07 00:00:00,68493,POL9221HEL,Offline-Agent
SUN7M2,2023-03-19 00:00:00,57566,POL9221HEL,Offline-Agent
SUN7M5D,2022-12-23 00:00:00,17715,POL5319HEL,Offline-Direct
SUN7M5X,2022-11-13 00:00:00,13440,POL3309HEL,Offline-Agent
SUN7M6A,2022-12-25 00:00:00,5865,POL4321HEL,Offline-Direct
SUN7M7L,2023-04-04 00:00:00,15120,POL3309HEL,Offline-Agent
SUN7M8,2023-03-10 00:00:00,200340,POL2005HEL,Offline-Agent
SUN7M83,2023-03-11 00:00:00,38278,POL6093HEL,Offline-Agent
SUN7M8V,2023-03-08 00:00:00,194040,POL2005HEL,Offline-Direct
SUN7M9F,2023-03-19 00:00:00,97996,POL1048HEL,Online-Website
SUN7MA,2022-12-18 00:00:00,121727,POL1048HEL,Offline-Agent
SUN7MAV,2022-12-10 00:00:00,22144,POL5319HEL,Offline-Agent
SUN7MFW,2022-11-04 00:00:00,5000,POL4321HEL,Offline-Agent
SUN7MGI,2023-04-09 00:00:00,13356,POL3309HEL,Online-App
SUN7MH,2022-11-12 00:00:00,28380,POL6303HEL,Offline-Agent
SUN7MLR,2023-02-25 00:00:00,6026,POL4321HEL,Offline-Agent
SUN7MM,2023-03-27 00:00:00,44602,POL6093HEL,Offline-Agent
SUN7MO,2023-03-21 00:00:00,20691,POL5319HEL,Online-App
SUN7MOH,2022-12-02 00:00:00,18908,POL5319HEL,Offline-Agent
SUN7MPB,2023-02-05 00:00:00,9579,POL4331HEL,Online-App
SUN7MR,2023-04-16 00:00:00,5250,POL4321HEL,Online-App
SUN7MS,2023-01-26 00:00:00,25219,POL6303HEL,Offline-Agent
SUN7MU5,2023-03-30 00:00:00,32282,POL6303HEL,Online-App
SUN7N,2022-12-17 00:00:00,123287,POL1048HEL,Offline-Agent
SUN7N0L,2022-12-18 00:00:00,122507,POL1048HEL,Online-App
SUN7N2,2023-01-21 00:00:00,62424,POL9221HEL,Online-App
SUN7N5,2023-03-04 00:00:00,19639,POL5319HEL,Offline-Agent
SUN7N7,2023-04-26 00:00:00,6038,POL4321HEL,Offline-Agent
SUN7N7K,2022-12-19 00:00:00,120166,POL1048HEL,Offline-Agent
SUN7N7P,2023-01-13 00:00:00,159120,POL2005HEL,Offline-Agent
SUN7NAC,2022-11-29 00:00:00,55675,POL9221HEL,Offline-Direct
SUN7NIL,2023-02-19 00:00:00,53406,POL9221HEL,Offline-Agent
SUN7NJ,2023-04-23 00:00:00,67384,POL9221HEL,Online-App
SUN7NK4,2023-03-10 00:00:00,26187,POL6303HEL,Offline-Direct
SUN7NL6,2022-11-12 00:00:00,183600,POL2005HEL,Offline-Agent
SUN7NM,2022-11-24 00:00:00,6550,POL4321HEL,Offline-Agent
SUN7NMI,2023-03-12 00:00:00,9135,POL4331HEL,Offline-Agent
SUN7NQ,2023-03-05 00:00:00,36281,POL6093HEL,Offline-Agent
SUN7NQ5,2022-12-11 00:00:00,5100,POL4321HEL,Online-App
SUN7NQO,2023-03-02 00:00:00,44625,POL9221HEL,Online-App
SUN7NVV,2023-04-01 00:00:00,8899,POL4331HEL,Offline-Agent
SUN7NW,2022-11-28 00:00:00,49300,POL9221HEL,Offline-Direct
SUN7O,2023-04-01 00:00:00,5985,POL4321HEL,Offline-Agent
SUN7O0,2022-11-27 00:00:00,129600,POL2005HEL,Offline-Agent
SUN7O2,2023-03-29 00:00:00,40941,POL6093HEL,Online-App
SUN7O3F,2023-04-03 00:00:00,21743,POL5319HEL,Online-Website
SUN7O8X,2023-01-08 00:00:00,20611,POL5319HEL,Offline-Agent
SUN7OAK,2023-02-11 00:00:00,7725,POL4331HEL,Offline-Agent
SUN7OB,2023-04-15 00:00:00,8978,POL4331HEL,Online-App
SUN7OCX,2022-12-12 00:00:00,143208,POL2005HEL,Online-App
SUN7OD9,2023-02-18 00:00:00,36896,POL6093HEL,Offline-Agent
SUN7OEV,2023-03-29 00:00:00,6405,POL4321HEL,Offline-Agent
SUN7OG,2023-03-29 00:00:00,44625,POL9221HEL,Online-App
SUN7OI,2023-01-08 00:00:00,41388,POL6093HEL,Offline-Direct
SUN7OI0,2023-03-03 00:00:00,22620,POL5319HEL,Online-Website
SUN7OK,2023-02-13 00:00:00,45385,POL6093HEL,Offline-Agent
SUN7OMD,2022-12-08 00:00:00,15545,POL3309HEL,Offline-Direct
SUN7ON,2023-03-20 00:00:00,29348,POL6303HEL,Online-Website
SUN7OQ3,2023-03-18 00:00:00,5512,POL4321HEL,Offline-Agent
SUN7OQJ,2023-01-28 00:00:00,117825,POL1048HEL,Offline-Agent
SUN7OR,2023-04-15 00:00:00,20691,POL5319HEL,Offline-Agent
SUN7OS,2023-03-11 00:00:00,13986,POL3309HEL,Online-App
SUN7OV,2023-01-30 00:00:00,12240,POL3309HEL,Offline-Agent
SUN7OVN,2023-04-08 00:00:00,18938,POL5319HEL,Online-Website
SUN7OWK,2023-04-16 00:00:00,25284,POL6303HEL,Offline-Agent
SUN7OZ,2023-03-30 00:00:00,19288,POL5319HEL,Offline-Direct
SUN7P,2022-11-26 00:00:00,6150,POL4321HEL,Offline-Direct
SUN7P1,2023-03-10 00:00:00,23704,POL6303HEL,Online-Website
SUN7P2,2022-12-18 00:00:00,36537,POL6093HEL,Offline-Agent
SUN7P33,2023-03-05 00:00:00,12600,POL3309HEL,Online-Website
SUN7P4,2023-02-26 00:00:00,6026,POL4321HEL,Offline-Agent
SUN7P5,2023-02-19 00:00:00,96918,POL1048HEL,Offline-Agent
SUN7P6C,2023-03-22 00:00:00,20165,POL5319HEL,Offline-Agent
SUN7P8,2023-03-06 00:00:00,62029,POL9221HEL,Offline-Direct
SUN7P9,2023-02-25 00:00:00,9579,POL4331HEL,Online-Website
SUN7PA,2023-03-19 00:00:00,14868,POL3309HEL,Offline-Direct
SUN7PEQ,2023-03-25 00:00:00,14616,POL3309HEL,Online-Website
SUN7PEU,2023-02-15 00:00:00,197760,POL2005HEL,Offline-Agent
SUN7PGU,2022-12-17 00:00:00,50719,POL9221HEL,Offline-Direct
SUN7PH,2023-03-24 00:00:00,93177,POL1048HEL,Offline-Agent
SUN7PJ,2023-02-05 00:00:00,5356,POL4321HEL,Online-App
SUN7PN,2023-03-17 00:00:00,5460,POL4321HEL,Offline-Agent
SUN7PPM,2022-11-23 00:00:00,12600,POL3309HEL,Online-App
SUN7PS,2023-04-23 00:00:00,9922,POL4331HEL,Offline-Agent
SUN7PW,2023-03-16 00:00:00,62029,POL9221HEL,Offline-Direct
SUN7PY,2023-02-25 00:00:00,38528,POL6093HEL,Offline-Direct
SUN7Q,2023-03-03 00:00:00,33285,POL6093HEL,Online-Website
SUN7Q3D,2023-03-11 00:00:00,13986,POL3309HEL,Online-Website
SUN7Q5,2023-01-17 00:00:00,122400,POL2005HEL,Offline-Agent
SUN7Q8,2023-04-22 00:00:00,8269,POL4331HEL,Offline-Agent
SUN7QA,2023-01-31 00:00:00,29167,POL6303HEL,Offline-Direct
SUN7QCB,2023-03-05 00:00:00,8348,POL4331HEL,Offline-Agent
SUN7QDO,2023-01-16 00:00:00,5304,POL4321HEL,Offline-Agent
SUN7QF6,2023-02-23 00:00:00,5614,POL4321HEL,Offline-Agent
SUN7QH,2023-03-25 00:00:00,17892,POL3309HEL,Offline-Agent
SUN7QI,2022-12-18 00:00:00,9409,POL4331HEL,Offline-Agent
SUN7QJ,2023-03-25 00:00:00,19464,POL5319HEL,Online-App
SUN7QJ6,2023-01-29 00:00:00,19419,POL5319HEL,Offline-Agent
SUN7QK,2023-01-07 00:00:00,5712,POL4321HEL,Offline-Agent
SUN7QKA,2023-03-30 00:00:00,8348,POL4331HEL,Online-Website
SUN7QKU,2022-12-11 00:00:00,6069,POL4321HEL,Offline-Agent
SUN7QN,2023-01-28 00:00:00,13464,POL3309HEL,Offline-Agent
SUN7QS,2023-01-23 00:00:00,6120,POL4321HEL,Offline-Agent
SUN7QTS,2022-12-17 00:00:00,8951,POL4331HEL,Offline-Direct
SUN7QUP,2023-04-16 00:00:00,5250,POL4321HEL,Offline-Direct
SUN7QUU,2023-02-26 00:00:00,18061,POL5319HEL,Offline-Agent
SUN7QV,2022-12-19 00:00:00,190944,POL2005HEL,Offline-Direct
SUN7QVL,2022-11-27 00:00:00,51000,POL9221HEL,Offline-Direct
SUN7QW,2023-03-26 00:00:00,55335,POL9221HEL,Online-Website
SUN7QW9,2022-12-03 00:00:00,16891,POL3309HEL,Offline-Agent
SUN7QX,2022-11-10 00:00:00,5250,POL4321HEL,Online-App
SUN7R,2023-04-10 00:00:00,8662,POL4331HEL,Offline-Direct
SUN7R1,2023-03-04 00:00:00,10552,POL4331HEL,Offline-Agent
SUN7R2,2022-11-04 00:00:00,21500,POL6303HEL,Offline-Direct
SUN7R7I,2023-04-09 00:00:00,15120,POL3309HEL,Online-Website
SUN7R7Y,2023-02-25 00:00:00,7725,POL4331HEL,Offline-Agent
SUN7R9,2023-03-20 00:00:00,14868,POL3309HEL,Online-Website
SUN7RC,2023-03-03 00:00:00,30250,POL6303HEL,Online-Website
SUN7RE,2023-03-08 00:00:00,5775,POL4321HEL,Offline-Agent
SUN7RHL,2023-02-25 00:00:00,58221,POL9221HEL,Online-App
SUN7RK1,2022-12-10 00:00:00,17886,POL5319HEL,Online-Website
SUN7RM,2022-11-03 00:00:00,20708,POL5319HEL,Offline-Agent
SUN7RR,2023-03-10 00:00:00,7035,POL4321HEL,Online-App
SUN7RRA,2022-11-14 00:00:00,25800,POL6303HEL,Offline-Agent
SUN7RX9,2023-04-14 00:00:00,30476,POL6303HEL,Online-App
SUN7RZ,2022-11-04 00:00:00,37089,POL6093HEL,Offline-Agent
SUN7RZG,2023-04-14 00:00:00,21568,POL5319HEL,Offline-Agent
SUN7S,2023-03-22 00:00:00,7875,POL4331HEL,Offline-Direct
SUN7S0,2022-11-13 00:00:00,5250,POL4321HEL,Offline-Agent
SUN7S0L,2023-03-05 00:00:00,5512,POL4321HEL,Online-App
SUN7S1,2022-12-04 00:00:00,78030,POL1048HEL,Offline-Direct
SUN7S3B,2023-01-28 00:00:00,157896,POL2005HEL,Offline-Agent
SUN7S3X,2022-11-02 00:00:00,15600,POL3309HEL,Offline-Agent
SUN7S4H,2023-02-15 00:00:00,31224,POL6303HEL,Offline-Agent
SUN7S5O,2023-03-30 00:00:00,63814,POL9221HEL,Offline-Direct
SUN7S8K,2023-03-19 00:00:00,5512,POL4321HEL,Offline-Agent
SUN7SFF,2023-03-29 00:00:00,33285,POL6093HEL,Online-App
SUN7SG,2022-12-25 00:00:00,49148,POL6093HEL,Offline-Agent
SUN7SI,2023-04-23 00:00:00,9056,POL4331HEL,Online-Website
SUN7SI0,2022-11-05 00:00:00,7500,POL4331HEL,Offline-Direct
SUN7SM1,2023-03-06 00:00:00,9214,POL4331HEL,Online-Website
SUN7SN,2022-11-14 00:00:00,30100,POL6303HEL,Offline-Agent
SUN7SP,2022-11-12 00:00:00,24940,POL6303HEL,Offline-Agent
SUN7SPD,2023-03-26 00:00:00,49088,POL9221HEL,Offline-Agent
SUN7SR8,2023-01-14 00:00:00,5100,POL4321HEL,Offline-Agent
SUN7ST,2022-12-03 00:00:00,7854,POL4321HEL,Online-App
SUN7STY,2023-01-07 00:00:00,29605,POL6303HEL,Offline-Agent
SUN7SUC,2023-04-08 00:00:00,20867,POL5319HEL,Offline-Agent
SUN7SW4,2023-04-29 00:00:00,14364,POL3309HEL,Offline-Agent
SUN7SX,2022-11-03 00:00:00,8625,POL4331HEL,Online-App
SUN7SZ,2023-01-08 00:00:00,8109,POL4331HEL,Offline-Direct
SUN7T,2023-03-19 00:00:00,23322,POL5319HEL,Online-App
SUN7T0U,2023-03-25 00:00:00,50426,POL9221HEL,Offline-Agent
SUN7T42,2022-11-27 00:00:00,19873,POL5319HEL,Offline-Agent
SUN7T8H,2023-02-26 00:00:00,45964,POL9221HEL,Offline-Direct
SUN7T95,2023-01-28 00:00:00,160344,POL2005HEL,Offline-Direct
SUN7TA,2023-03-04 00:00:00,40941,POL6093HEL,Offline-Agent
SUN7TD,2023-03-26 00:00:00,113258,POL1048HEL,Online-App
SUN7TE,2023-03-19 00:00:00,13860,POL3309HEL,Offline-Agent
SUN7TE7,2023-03-25 00:00:00,14868,POL3309HEL,Online-Website
SUN7TF9,2022-12-06 00:00:00,10021,POL4331HEL,Offline-Agent
SUN7TG,2023-02-12 00:00:00,150792,POL2005HEL,Offline-Agent
SUN7TGT,2023-03-06 00:00:00,18412,POL5319HEL,Offline-Agent
SUN7TH,2023-01-08 00:00:00,5100,POL4321HEL,Offline-Agent
SUN7TJZ,2023-04-08 00:00:00,8584,POL4331HEL,Online-App
SUN7TMD,2023-02-25 00:00:00,14832,POL3309HEL,Offline-Agent
SUN7TO9,2023-03-05 00:00:00,58905,POL9221HEL,Offline-Agent
SUN7TT,2023-02-12 00:00:00,5356,POL4321HEL,Offline-Agent
SUN7TT2,2023-02-08 00:00:00,9656,POL4331HEL,Online-Website
SUN7TW,2023-03-31 00:00:00,154980,POL2005HEL,Online-Website
SUN7TXG,2022-11-12 00:00:00,19372,POL5319HEL,Offline-Agent
SUN7TY,2023-03-27 00:00:00,8190,POL4331HEL,Offline-Agent
SUN7U,2023-02-11 00:00:00,6644,POL4321HEL,Offline-Agent
SUN7U1,2023-03-17 00:00:00,19639,POL5319HEL,Offline-Agent
SUN7U2R,2023-04-29 00:00:00,110848,POL1048HEL,Offline-Agent
SUN7U2Y,2023-01-29 00:00:00,5661,POL4321HEL,Offline-Agent
SUN7U6B,2023-03-09 00:00:00,149940,POL2005HEL,Online-App
SUN7U7D,2023-01-15 00:00:00,22996,POL5319HEL,Online-App
SUN7UA4,2023-01-30 00:00:00,38477,POL6093HEL,Online-App
SUN7UF,2023-02-11 00:00:00,5408,POL4321HEL,Online-Website
SUN7UH,2023-03-07 00:00:00,56674,POL9221HEL,Offline-Agent
SUN7UI,2023-02-25 00:00:00,12360,POL3309HEL,Online-App
SUN7UJ,2023-03-01 00:00:00,25736,POL6303HEL,Offline-Agent
SUN7UK,2022-11-27 00:00:00,19706,POL5319HEL,Offline-Agent
SUN7UL3,2022-11-12 00:00:00,5250,POL4321HEL,Offline-Agent
SUN7ULG,2023-03-27 00:00:00,42272,POL6093HEL,Offline-Agent
SUN7UM9,2023-03-25 00:00:00,26413,POL6303HEL,Online-App
SUN7UN,2023-01-01 00:00:00,27413,POL6303HEL,Offline-Agent
SUN7UNN,2023-01-15 00:00:00,189720,POL2005HEL,Offline-Agent
SUN7USG,2023-02-26 00:00:00,12978,POL3309HEL,Offline-Agent
SUN7USO,2022-12-10 00:00:00,17034,POL5319HEL,Offline-Direct
SUN7UU,2022-11-26 00:00:00,160800,POL2005HEL,Offline-Agent
SUN7UX,2023-01-07 00:00:00,42358,POL6093HEL,Online-Website
SUN7V,2023-01-05 00:00:00,8109,POL4331HEL,Offline-Agent
SUN7V0M,2023-04-02 00:00:00,7928,POL4321HEL,Online-Website
SUN7V1,2023-02-26 00:00:00,111889,POL1048HEL,Online-App
SUN7V2,2022-11-18 00:00:00,9150,POL4331HEL,Offline-Agent
SUN7V2S,2022-11-13 00:00:00,5000,POL4321HEL,Offline-Agent
SUN7V5I,2023-02-06 00:00:00,17304,POL3309HEL,Offline-Agent
SUN7V64,2023-04-11 00:00:00,8584,POL4331HEL,Online-Website
SUN7V7U,2023-04-30 00:00:00,59798,POL9221HEL,Online-App
SUN7V8,2022-11-12 00:00:00,5800,POL4321HEL,Offline-Agent
SUN7VBW,2022-11-26 00:00:00,23547,POL5319HEL,Offline-Direct
SUN7VE0,2022-11-13 00:00:00,19205,POL5319HEL,Offline-Agent
SUN7VG,2022-11-20 00:00:00,134400,POL2005HEL,Offline-Direct
SUN7VGT,2022-11-12 00:00:00,61200,POL9221HEL,Offline-Agent
SUN7VH6,2023-01-04 00:00:00,6222,POL4321HEL,Offline-Direct
SUN7VIO,2022-11-26 00:00:00,8475,POL4331HEL,Offline-Agent
SUN7VJ,2022-12-07 00:00:00,57222,POL9221HEL,Offline-Agent
SUN7VL,2023-03-09 00:00:00,14112,POL3309HEL,Offline-Direct
SUN7VMX,2023-02-26 00:00:00,22705,POL5319HEL,Offline-Agent
SUN7VNS,2023-01-26 00:00:00,12852,POL3309HEL,Online-App
SUN7VP,2023-03-21 00:00:00,8348,POL4331HEL,Online-Website
SUN7VQ,2023-01-21 00:00:00,193392,POL2005HEL,Online-App
SUN7VR8,2023-02-20 00:00:00,18061,POL5319HEL,Online-App
SUN7VXN,2023-03-29 00:00:00,9371,POL4331HEL,Online-App
SUN7W,2022-11-15 00:00:00,33602,POL6093HEL,Offline-Agent
SUN7W0,2023-03-13 00:00:00,5460,POL4321HEL,Online-App
SUN7W6F,2022-12-21 00:00:00,78030,POL1048HEL,Offline-Agent
SUN7W8B,2023-04-01 00:00:00,144900,POL2005HEL,Offline-Agent
SUN7WA,2023-02-24 00:00:00,6180,POL4321HEL,Online-Website
SUN7WA6,2023-01-21 00:00:00,30921,POL6303HEL,Offline-Agent
SUN7WED,2023-02-05 00:00:00,176748,POL2005HEL,Online-App
SUN7WFM,2023-01-20 00:00:00,57655,POL9221HEL,Offline-Agent
SUN7WH2,2022-12-10 00:00:00,16524,POL3309HEL,Offline-Direct
SUN7WI3,2023-02-09 00:00:00,21845,POL5319HEL,Offline-Direct
SUN7WJY,2023-02-15 00:00:00,19437,POL5319HEL,Online-App
SUN7WLM,2022-12-29 00:00:00,41064,POL6093HEL,Offline-Direct
SUN7WN3,2022-11-19 00:00:00,41210,POL6093HEL,Offline-Agent
SUN7WP7,2023-01-07 00:00:00,15178,POL3309HEL,Offline-Agent
SUN7WPT,2023-03-04 00:00:00,6142,POL4321HEL,Online-App
SUN7WUI,2023-04-29 00:00:00,21743,POL5319HEL,Online-Website
SUN7WZ,2022-12-18 00:00:00,22996,POL5319HEL,Offline-Agent
SUN7X,2023-03-15 00:00:00,26864,POL6303HEL,Offline-Agent
SUN7X2,2023-03-17 00:00:00,197820,POL2005HEL,Offline-Agent
SUN7X3,2023-02-09 00:00:00,22705,POL5319HEL,Offline-Agent
SUN7X6,2023-03-08 00:00:00,5512,POL4321HEL,Offline-Agent
SUN7X6P,2023-01-04 00:00:00,9869,POL4331HEL,Offline-Agent
SUN7X7,2023-04-22 00:00:00,181440,POL2005HEL,Offline-Agent
SUN7X8W,2023-03-07 00:00:00,13986,POL3309HEL,Online-Website
SUN7XA,2023-01-22 00:00:00,28948,POL6303HEL,Online-App
SUN7XE,2023-03-18 00:00:00,7875,POL4331HEL,Offline-Agent
SUN7XE3,2023-04-23 00:00:00,6405,POL4321HEL,Online-App
SUN7XEM,2023-03-23 00:00:00,5775,POL4321HEL,Offline-Direct
SUN7XG,2023-04-23 00:00:00,16254,POL3309HEL,Offline-Agent
SUN7XH,2023-04-16 00:00:00,9214,POL4331HEL,Online-App
SUN7XJ,2023-03-19 00:00:00,21042,POL5319HEL,Offline-Agent
SUN7XL,2022-12-22 00:00:00,5865,POL4321HEL,Offline-Agent
SUN7XM,2022-12-26 00:00:00,25658,POL6303HEL,Offline-Direct
SUN7XO,2023-01-10 00:00:00,39771,POL6093HEL,Offline-Direct
SUN7XP,2022-11-12 00:00:00,84150,POL1048HEL,Offline-Agent
SUN7XPD,2022-11-19 00:00:00,130800,POL2005HEL,Offline-Agent
SUN7XQG,2023-01-26 00:00:00,51153,POL9221HEL,Offline-Direct
SUN7XSF,2023-01-30 00:00:00,7956,POL4331HEL,Offline-Direct
SUN7XU,2023-01-29 00:00:00,20611,POL5319HEL,Offline-Agent
SUN7XX,2023-03-24 00:00:00,171360,POL2005HEL,Offline-Agent
SUN7XXB,2023-03-26 00:00:00,34949,POL6093HEL,Offline-Agent
SUN7XYG,2023-02-26 00:00:00,5459,POL4321HEL,Offline-Agent
SUN7Y,2023-02-04 00:00:00,47715,POL9221HEL,Offline-Agent
SUN7Y0,2022-11-28 00:00:00,13800,POL3309HEL,Offline-Direct
SUN7Y1H,2023-03-06 00:00:00,16506,POL3309HEL,Offline-Agent
SUN7Y1M,2022-12-13 00:00:00,13954,POL3309HEL,Offline-Agent
SUN7Y3,2023-02-11 00:00:00,5459,POL4321HEL,Offline-Agent
SUN7Y3D,2023-02-25 00:00:00,39181,POL6093HEL,Offline-Agent
SUN7Y3X,2023-01-25 00:00:00,5100,POL4321HEL,Offline-Agent
SUN7Y4,2022-11-12 00:00:00,7500,POL4331HEL,Offline-Agent
SUN7Y4L,2023-02-09 00:00:00,38202,POL6093HEL,Offline-Direct
SUN7Y6,2022-12-04 00:00:00,59823,POL9221HEL,Offline-Agent
SUN7YB,2023-01-21 00:00:00,25439,POL6303HEL,Offline-Direct
SUN7YE,2022-11-28 00:00:00,48450,POL9221HEL,Offline-Agent
SUN7YE0,2022-12-24 00:00:00,23246,POL6303HEL,Online-App
SUN7YEJ,2023-03-20 00:00:00,26187,POL6303HEL,Online-Website
SUN7YFK,2023-04-02 00:00:00,19815,POL5319HEL,Offline-Agent
SUN7YG,2023-03-12 00:00:00,47598,POL6093HEL,Offline-Agent
SUN7YG6,2023-03-31 00:00:00,53996,POL9221HEL,Offline-Agent
SUN7YGO,2023-04-30 00:00:00,5722,POL4321HEL,Online-Website
SUN7YH,2023-03-28 00:00:00,23146,POL5319HEL,Online-Website
SUN7YJF,2023-03-26 00:00:00,39942,POL6093HEL,Offline-Direct
SUN7YL9,2023-01-05 00:00:00,52453,POL9221HEL,Offline-Agent
SUN7YM,2023-03-14 00:00:00,8269,POL4331HEL,Offline-Agent
SUN7YR,2023-03-16 00:00:00,13986,POL3309HEL,Offline-Agent
SUN7YW,2022-11-22 00:00:00,22360,POL6303HEL,Offline-Direct
SUN7YY6,2022-11-05 00:00:00,6100,POL4321HEL,Offline-Agent
SUN7YZ,2023-03-25 00:00:00,32056,POL6303HEL,Offline-Agent
SUN7Z,2023-01-21 00:00:00,5406,POL4321HEL,Offline-Direct
SUN7Z1H,2023-02-06 00:00:00,17304,POL3309HEL,Offline-Agent
SUN7Z4,2022-12-22 00:00:00,32334,POL6093HEL,Offline-Direct
SUN7Z5X,2023-03-23 00:00:00,23704,POL6303HEL,Offline-Agent
SUN7Z96,2022-12-05 00:00:00,7956,POL4331HEL,Offline-Agent
SUN7ZA,2022-12-10 00:00:00,8568,POL4331HEL,Offline-Agent
SUN7ZB,2023-02-01 00:00:00,13967,POL3309HEL,Offline-Agent
SUN7ZCA,2023-04-09 00:00:00,15120,POL3309HEL,Offline-Agent
SUN7ZE,2023-03-26 00:00:00,27542,POL6303HEL,Offline-Agent
SUN7ZF0,2023-02-12 00:00:00,52092,POL9221HEL,Online-Website
SUN7ZM,2023-02-20 00:00:00,13472,POL3309HEL,Offline-Agent
SUN7ZP,2023-03-21 00:00:00,35282,POL6093HEL,Online-App
SUN7ZSU,2022-11-13 00:00:00,7875,POL4331HEL,Offline-Direct
SUN7ZT,2023-04-17 00:00:00,37612,POL6093HEL,Online-Website
SUN7ZUH,2023-04-09 00:00:00,9371,POL4331HEL,Online-Website
SUN7ZV,2022-12-27 00:00:00,23677,POL5319HEL,Offline-Agent
SUN7ZX,2023-03-13 00:00:00,110045,POL1048HEL,Online-Website
SUN7ZXJ,2023-02-22 00:00:00,5356,POL4321HEL,Online-Website
SUN7ZY,2022-11-14 00:00:00,19706,POL5319HEL,Offline-Agent
SUN8,2022-12-16 00:00:00,12852,POL3309HEL,Online-App
SUN80,2023-02-19 00:00:00,21329,POL5319HEL,Offline-Agent
SUN800U,2023-03-04 00:00:00,34314,POL6303HEL,Offline-Agent
SUN804,2023-01-01 00:00:00,24188,POL5319HEL,Offline-Agent
SUN806,2023-01-15 00:00:00,10327,POL4331HEL,Offline-Agent
SUN807,2023-03-24 00:00:00,24549,POL5319HEL,Offline-Agent
SUN8087,2023-02-25 00:00:00,13967,POL3309HEL,Online-App
SUN809,2023-01-26 00:00:00,8415,POL4331HEL,Offline-Direct
SUN809N,2023-01-16 00:00:00,29167,POL6303HEL,Offline-Agent
SUN80C,2022-12-20 00:00:00,14566,POL3309HEL,Offline-Direct
SUN80E,2023-04-23 00:00:00,5250,POL4321HEL,Online-Website
SUN80G,2023-03-16 00:00:00,54442,POL9221HEL,Online-Website
SUN80GK,2022-12-04 00:00:00,26535,POL6303HEL,Offline-Agent
SUN80J8,2023-01-22 00:00:00,12240,POL3309HEL,Offline-Agent
SUN80N,2023-03-21 00:00:00,6300,POL4321HEL,Offline-Agent
SUN80NM,2023-02-28 00:00:00,5356,POL4321HEL,Offline-Agent
SUN80O,2023-01-08 00:00:00,36537,POL6093HEL,Offline-Agent
SUN80P,2023-03-20 00:00:00,10868,POL4331HEL,Offline-Agent
SUN80QL,2023-03-15 00:00:00,46856,POL9221HEL,Offline-Direct
SUN80R,2022-11-13 00:00:00,16560,POL3309HEL,Online-App
SUN80T,2023-01-07 00:00:00,20441,POL5319HEL,Offline-Direct
SUN80YU,2023-01-07 00:00:00,7650,POL4331HEL,Offline-Direct
SUN80Z,2023-04-17 00:00:00,27542,POL6303HEL,Online-Website
SUN81,2023-03-24 00:00:00,41273,POL6093HEL,Offline-Agent
SUN8109,2023-03-27 00:00:00,43603,POL6093HEL,Online-Website
SUN8121,2023-03-04 00:00:00,33285,POL6093HEL,Offline-Agent
SUN814,2022-11-25 00:00:00,27090,POL6303HEL,Offline-Agent
SUN815,2022-11-18 00:00:00,101745,POL1048HEL,Offline-Agent
SUN816K,2022-11-12 00:00:00,18537,POL5319HEL,Offline-Direct
SUN817,2023-02-12 00:00:00,13102,POL3309HEL,Online-Website
SUN818,2023-04-11 00:00:00,14994,POL3309HEL,Online-Website
SUN819,2022-12-20 00:00:00,53321,POL9221HEL,Offline-Direct
SUN81A,2023-03-11 00:00:00,44269,POL6093HEL,Online-App
SUN81D,2022-11-05 00:00:00,50720,POL6093HEL,Offline-Agent
SUN81F,2023-04-29 00:00:00,6352,POL4321HEL,Online-Website
